Doctor,Doctor_ID
Carol Shepard,D351BA4
Wanda Wright,D3352AD
Kristin Thompson,DF6148D
Linda Woods,DCB2BE9
Jay Diaz,D02B0F0
Mrs. Diana Jones,DA0A204
Andrew Blackburn,D822E88
James Carroll,D0FD796
Kari Estrada,D0E48B5
Keith Gallagher,D395214
Ronald Marks Dds,DFAADC1
Ms. Jennifer Roberts Md,DD9E9E1
Jeffery Burton,D86F02E
Rebekah Kline,D5B084A
Alex Ewing,D6FD29F
Monica White,DA7E909
Valerie Evans,DC7289F
Valerie Price,DA72B34
Abigail Mathis,D88FED5
Karen Harris,D7D3CFF
Karen Torres,DE1B32B
Michael Cooper,DD680E0
Brittany Carter,D26CE12
Kenneth Galloway,DF7A305
Diane Jordan,D1275E1
Shelby Miller,D76B92D
Stephanie Harvey,D0E82BD
Maria Grant,D66C2AE
Lisa Hays Md,D75D75A
Deborah Chapman,DEDED76
Kurt Meyers,DC3106A
Gary Hayden,DA78414
Mrs. Cynthia Miller,D9D9193
Anne Taylor,DEF4586
Casey Nelson,D7D276E
Nathan Johnson,DD22D9D
Veronica Jackson,DAEC307
William Stevens,DC6B7FB
Willie Phillips,D23F0DD
Sandra Miller,DCB5C11
Eddie Zimmerman,D580302
Juan Scott,DE0E413
Jonathan Coleman,D602737
Bonnie Melendez,D31AF4D
Jose Cameron,D78699B
Haley Turner,DAA47D6
Gary Oconnor,DC7D9F3
Oscar Stewart,DFD944C
Cory Moyer,D386F5D
Wanda Dunn,DC1C7DA
Craig Sanders,D6CE620
Joshua West,D4FAB5B
Tristan Navarro,DDB104F
Sherry Nichols,DF41718
Martin Roberson,D020F74
Shawn Jordan,D278E33
Carl Rogers,D85EBD2
Samuel Bailey,DCF7F09
Brandon Gonzalez,D9D0F3A
Joseph Wilkerson,DC38F8A
Jeffrey Ball,D416B63
Sara Torres,DB0686C
Casey Bailey,DCFF3F4
Veronica Clark,DB68E0E
Dave Jones,D26AF5C
Joseph Myers,D4171DF
Catherine Bautista,D761462
Madison Warren,D490940
Luke Jefferson,D830F19
Andrea Barnes,D9BE6A4
Emily Ross,D5FDC22
Adrienne Taylor,D187C29
Matthew Koch,DE3CA6F
Amanda Gregory,DE9004F
Christine Pena,DE575CA
Jonathan Cole,D0B613B
Daniel Hess,DC57A1B
Kimberly Love,D1653E4
Ryan Evans,DA88BE6
Samuel Conner,DC7FEE6
Tyler Williamson,D6ADBB1
Mrs. Tammy Harrington Md,D5A0E0C
George Kelly,D3E2238
Billy Pierce,D13D9B9
Sara Peters,D89AFB3
Steven Villegas,DA9DE79
Andrea Lane,D864B57
Vernon Heath,DD903F9
Kristin Tanner,DE42B24
Brian Nash,D88FC05
Cheryl Jones,DD6BC99
Natalie Cobb,D0F9486
Michael Moody,D01BD0C
Nancy Jordan,DF5D708
Cody Santos,DC2A16E
Kelli Schultz,D3B5AE8
Stephen Riggs,D9108C4
Alexandra Holmes,DDE9892
James Cohen,D6EE03E
Margaret Johnson,DC3258D
Jacob Rivera,D7B2238
Ricardo Brewer,DF66BD1
Jeffrey Moore,D00470B
Sylvia Thomas,DD81714
Lisa Castillo,DAD189A
Ruben Weber,D648ECC
Angela Lewis,D96B38D
Jessica Parker,D7386E3
Zachary Hopkins,DCDE3C2
Adam Payne,DC92CFD
Hailey Hines,D3B8571
Tasha Ellis,D103D04
Ronald Vasquez,DFC097C
Jacob King,DE491FE
Madison Fernandez,DB8E274
Sarah Soto,D681617
Crystal Henderson,DCC9D28
Terry Hart,D2E16D4
Cathy Garner,D71E427
Frank Wang,DAEB506
Lori Russo,DFA94B3
Donald Alvarez,D1DE548
Jordan Garcia,D6DCF7F
Jacqueline Barron,DCCEE10
Timothy Welch,DFC2C25
John Blackwell,D2C76AD
Jessica Pratt,DDE830E
Derek Hudson,DB3E3BF
Kaitlyn Banks,D37270E
Matthew Howe,D2D0057
Dr. Leslie Myers,D1F06E7
Charles Rosales,DC3BF8C
Victoria Ramirez,D004BBC
Eric Hart,D62D93D
Paul Maldonado,DC5F1CC
Ashley Garner,DB174C6
Grant Gardner,DC6E442
Patricia Lee,DD42309
Emma Graham,D471767
Misty Reynolds,DD1778F
Joyce Hill,DDF4DF2
Zachary Allen,D4BBEF5
Vickie Terry,D445310
Stephanie Thomas,D65FE57
Amanda Zimmerman,D296F88
Thomas Hoffman Dds,D19A70E
Megan Wilcox,DEF95D3
Matthew Ray,D454EBA
Stephanie Rubio,D591CF9
Mary Rasmussen,D062DBB
Chris Lopez,D59A2EA
Brian Harvey,D9CA18D
John Conway,D608C22
Anita Short,D0CF93D
Darren Underwood,DF30CE2
Samantha Robles,DDFF875
Bryan Soto,D4948A1
Veronica Livingston,D87D563
Wendy Navarro,D9FD190
Jessica Wood,D71DC0F
Thomas Perry,D870CED
Jessica Moyer,DFFFF19
Carlos Gilbert,D256A3A
George Hernandez,D1E24CC
Carolyn Mcgee,D85C7B1
Monica Mitchell,D2DCA31
Jason Stone,D4A81E7
Andrew Harrington,D9A27AD
Mrs. Stephanie Castro,DECD72E
Eileen Mosley,DC99149
Jacqueline Sanders Dvm,D290D56
Jeremy Golden,DB4865F
James May,D3053DF
Allison Lewis,D00AC3E
Sandra White,D40F4FC
Henry Peterson,DDFD9EA
Rodney Glover,D7D85B3
Michael Dean,D6E558A
Robert Holt,D244997
Tiffany Leblanc,D7CBEB0
Shelley Campbell,D792AC7
Joseph Holt,D00A7FB
Donna Douglas,DD92EBF
Christopher Ford,D30D97F
Justin Armstrong,D0C4709
John Brown Md,D225427
Dawn Alexander,DA1812F
Joseph Rowland,DBB4133
Taylor Caldwell,DB9DCED
Joyce Henderson,D555534
Nicole Burgess,DC89B2F
Anita Rosario,D2E28BB
Gary Davis,DE5CE95
Christian Parker,DB71B85
Raymond Hodges,D58A46A
Keith Luna,DE3C55D
Stephanie Boyd,D931785
Mark Gonzales,D0D6F80
Renee Hamilton,D1C22F4
Brittany Blair,D7AA304
Melanie Palmer,DE2C63C
Allison Castaneda,D44F8C6
Jennifer Reid,D7BBECD
Ryan King,DFC999A
Bridget Summers,D2D6094
Thomas Reed,DC6C03D
Dana Thomas,D6CB413
Christian Buckley,DC437AD
Dr. David Murray,D1DF06C
Lawrence Spence,D42F4B9
Ian Soto,D92B7C7
Kenneth Pugh,DBB705E
Rodney Stewart,D1C330E
Jeanne Mills,DA74711
Robert Boone,D12BEDA
Eric Carter,DE0A58B
Allison Carter,DB061A6
Kevin Poole,D958566
Travis Burke,DE7208A
Stephen Wallace,D8581C3
Kathryn Graham,DCA82F2
Stacy Potter,D639FB1
Grant Jackson,D3AB141
Matthew Myers,D544490
Donna Hancock,DA93EEE
Allison Young,D7348B5
Melissa Kim,D26F377
Brian Blair,D2305BB
David Valdez,D984990
Austin Green,DD6F668
Denise Austin,D582364
Robert Robinson,DC73798
Marissa Powers,DF9E819
Aaron White,D773484
Carlos Torres,D65713F
Mary Palmer,D62422F
Alexander Davis,D9AF638
Amy Castillo Phd,DBB98AE
Tommy Livingston,D59E1FC
Matthew Cooper,DB4E4D9
Mark Terrell,D8E31D2
Walter Williams,DF45B98
Angela Tran,D0CC5C1
Karen Walters,DE37D9D
Felicia Mitchell,D12CF18
Nicholas Floyd,D804841
Miss Jacqueline Peterson Md,DE02058
Steven Fischer,D7DAB3B
Jessica Salinas,D0AD9E3
Donald Johns,D3990A0
Kyle Goodman,D6C223E
Kathleen Pace,D1DCDA9
David Harris,D17A9F5
Marcus Taylor,D509CE4
Austin Howard,D193C39
Amanda Bruce,DBBF38D
Debra Torres,DF60ADA
Wendy Haley,DC3BDE9
Marilyn Poole,D2AF65D
Cassie Myers,DE28582
Calvin Miller,D8F70B8
Brandon Jacobs,D913184
Douglas Long,D1EA2B1
Samuel Estes,DEF806E
Mark Browning,D1CB6E8
Paula Elliott,D53B70F
Deborah Pope,DDA4100
Eric Ingram,D2E8F80
Lawrence Crawford,D1CD483
Cassandra Kelly,D8B0EB9
Justin Scott,DC57969
Stephanie Bowman,D43F7A6
William Chan,DA00A82
Kari Salinas,D2E7AFD
Janet Ramos,DD841D3
Kelly Henderson,DC8DFAF
Angela Richmond,DA3933A
Mrs. Sydney Benjamin,DB6B1B6
Maureen Elliott,DA975BD
Brian Morris,DD5450A
Johnny Banks,D539B5A
Aaron Barrett,DCB3252
Raymond Harris,DBB11F2
David Park,DE7C4FC
Scott Campbell,D4413ED
Susan Roberts,D92B4CE
Angela Grant,D2176F0
Derek Bridges,DEEE054
Antonio Bass,DB6FC5E
Bradley Orozco,D503CCB
Sharon Hawkins,D3A783C
Sharon Cardenas,D8B9EAE
Jerry Chavez,DC34077
Kelly Myers,DF96D5C
Angela Curry,DA382E3
Leslie Tate,D210103
Ronnie Bird,DC2302D
Catherine Douglas,D1C6E62
Hailey Kirk,DBDB548
Darryl Roberts,D58BB2B
Joseph Freeman,DC1664F
Kevin Stewart,DB886AF
Donald Wilson,D55884B
Eric Werner,D9CDAF3
Patrick Peterson,DEA107A
Laura Melendez,DF6A0D1
Valerie Gonzales,DF5F378
Christopher Campbell,DD467E8
Paige Melton,D4576CA
Caitlin Lewis,D858CA0
Collin Wallace,DE14A39
Lindsay Roberts,D17E411
Alvin Lloyd,D8C99CB
Dennis Fox,D22CEF4
Curtis Boyle,D216E19
Susan Carter,D0A7C46
Jerome Garcia,D07CE49
Deborah Edwards,D11A456
Fernando Neal,D6E9D95
Rebekah Cruz,D730627
Arthur Moody,DB68946
Jason Roy,D4660CF
Emily Travis,DDC1803
Anthony Russo,DE6D15C
Monica Santiago,D0B354F
Jay Clay,D6E25CA
Krystal Valentine,D7DD8A9
Joanna Beasley,DF6445D
Kathryn Harvey,DAB49B1
Shannon Gilbert,DE678A5
Rebecca Chan,DD47CBD
Austin Ray Jr.,D512C93
Jennifer Byrd,DCB3CD0
Gregory Butler,DC6CD94
Holly Schmidt,D6E2EEC
Maureen Carter,D341C69
Samantha Robinson,D23E1E0
Dale Taylor,D6DC68C
Gary Paul,D0B94A0
Denise Garcia,D66FF02
Travis Campbell,DCAA10A
Bryan Meyer,D3A2C65
Benjamin Martinez,D3B5846
Melissa Floyd,DEE35EF
Rose Adams,D570434
Crystal Parker,DDBA97B
Ashley Patterson,DF3A991
Kimberly Hernandez,D20968F
Colleen George,DE4A70D
Robin Best,D2F6140
Aaron Edwards,D78297C
Jesse Nelson,DA25229
April Prince,D3BC90E
Cheryl Davila,DB98185
Mary Escobar,D7A67E7
Kimberly Ho,D958C09
Todd Rodriguez,D4A6DCB
Anthony White,DD67976
Jesus Meyer,D968F80
Kyle Morgan,D74AAFA
Jaime Walsh,D302A4E
Ashley Foster,D7D5CE0
Mrs. Mary Miller Dvm,D988408
Jerry White,DFE1F3A
Jennifer Haynes,D0B9355
Brandon Freeman,D93239C
Colleen Summers,D80A546
Dr. Kerry Cobb,D05D9FB
Brian Tate,D7D0E04
Louis Skinner,DF69C4B
Louis Franklin,D0612D9
Ashley Mitchell,D42654F
Rhonda Ford,D38A952
Dale Garner,DC8723C
Holly Henderson,D1C4810
Jeffrey Watson,D29348B
Edward Guzman,DDBF282
Randy Baker,DC997D3
Sandra Hooper,DFE7D15
Timothy Smith,DF66D44
Max Cole,D48055F
Ricky Clark,D32283D
Andrea Obrien,D9629C6
Dr. Benjamin Mills,D80FF62
Henry Kramer,D2F1919
Eileen Perry,D9B152A
Catherine Snyder,DE1DAA0
Mrs. Danielle Macias,DAEF9C0
Kyle Alvarado,D4A5B5C
Cynthia Guerra,DC9699E
Kathleen Ramsey,DA73A13
Bobby Stevens,D1F60EE
Ethan Page,DEEF815
Erin Cross,D43AB14
Karen Reynolds,DD73912
Rebecca Valentine,DCC5A2C
James Stevenson,DF08618
Anthony Fritz,D5FC13A
Paul Ramos,D86FA14
Michael Harrington,D35486F
Jared Mcintyre,D03479E
Emily Collins,DB98332
Jordan Rodriguez,DB5AD8E
Amber Bright,D077C4D
Dr. Jeffrey Wilson Jr.,D5550C0
Donna Hunt,DA019EB
Stephen Cochran,DB81361
Sheila Johnson,D344473
Diane Andrade,DB0CEF6
Joe Elliott,DAAC0E7
Thomas Jimenez,D97E0BA
Leslie Swanson,D617BC3
Christopher Larson,D62B33D
Jacqueline Howard,DB37654
John Burnett,DD75EED
Robert Cohen,D9216ED
James Grant,D985828
Cristina Anderson,DF88229
Michael Zavala Jr.,DC01026
Kristin Fox,D4FB516
Dustin Kim,DAD4CC4
Leslie Armstrong,DCCB7E2
Shelby Green,DCC33D0
Nicholas Hughes,D57E12C
Stephanie Turner,DC33D82
Duane Brown,D73DC28
Natalie Rollins,D661110
Jimmy Holder,DE21743
Michael Chandler,D2EC8D2
Kimberly Daniels,D133650
Jeremy Richardson,DAAC0B5
Gabrielle Smith,D66D624
Kelsey Curry,D7D6DE0
Mason Bell,DBC8F76
Reginald Jackson,D587C87
Brenda Chapman,DDE1131
Anthony Stein,DBBC741
Amber Moran,D963233
Alejandro Frederick,DA00065
Michele Chang,DFCACD1
Sherry Hall,D674928
Emily Young,DB711BE
Donald Robertson,DA10A7C
Roy Mccoy,DB4555F
Adam Little,D672F9D
Joan Moore,D8D2416
Isaiah Trevino,D0B7B4B
Lee Cooper,D356A9B
Ashley Adkins,DCA5BA0
Robert Weiss,D8C5046
Carmen Lutz,D9DAC2A
Margaret Gutierrez,DD1F980
Claudia Thompson,D064D34
Mary Hutchinson,D8C1622
Jill Dickson,DE5EB88
Janice Romero,D792373
Emma Pacheco,DAF15B0
Dean Calderon,DC55431
Sarah Villegas,D2CEF05
Bonnie Lewis,D777876
Tammy Mason,D6CCCF3
Lisa Le,DA340E0
Alexander Robinson,D1FE4DB
Maria Bell,DA7C647
Cynthia Andrade,D6DE447
Cody Gilmore,D7D459C
Dominic Perez Jr.,D5AA9F0
Devin Anderson,D622C0F
Bryce Shepard,D2F3345
Brandon Marshall,DC8B7AA
Anita Henderson,D539E2F
William Gross,D2EBE68
Robert Franklin,D76B90A
Nicole Mcdonald,DAAE30A
Sarah Cox,D55DA6E
Diane Anderson Dds,DE4199E
Melissa Mayer,D94190A
William Miller Dds,D2955EE
Kyle Clark,D33921E
Eric Whitaker,D6F010B
Sharon Terry,D64FEC4
Wanda Fritz,D91E441
Mary Rice,D9CC43B
Aaron Jones,D141976
Grant Young,DD7E5E1
Tammy Hill,DDA8289
Alison Wilcox,D656997
Morgan Mitchell,D6EE314
George Lopez,DFD02AE
Carolyn Ross,D2B7211
Bethany Banks,D2470C3
Rachel Morse,DBCD36D
Patrick Clay,DB478BC
Jonathan Osborn,D4AF3F0
Casey Vargas,D852BE4
Russell Doyle,D8E8BAC
Shaun Smith,D9E88DE
Eric Wu,D821AC7
Kimberly Baldwin,D971D59
Christine Jimenez,D3F4487
Amy Elliott,D331DF6
Leslie Grant,DF768EA
Sheila Bowers,D8EFC66
Jim Barnes,DE74B6D
Andrew Ramsey,DF1152D
Erin Davenport,D5F1D6A
Gilbert Boyer,DBCE541
Sarah Ware,D27E668
Gloria Kramer,DF23CCB
Dustin Hampton,D551D54
Claudia Kramer,D9B1572
Susan Gregory,DC81606
Brandon Hancock,D97053F
Katie Hansen,D8FC960
Zachary Hooper,DF61B2F
Shirley Proctor,DDCE847
Patrick Palmer,D13EB2D
Lisa Shaw,D19EA68
Christine Andrade,DEFA920
Jennifer Brown Dds,DA755B8
Stephen Ball,D7F5EB9
Dylan Lara,D721812
Teresa Strong,D1C1BF0
Zachary Perez,D38044B
Jennifer Mccormick,D3FBE60
Sophia Munoz,D547663
Jay Stewart,DD2C41C
Tammy Love,D7D24AD
Terrence Williams,D968876
Philip Anderson,DA77DB0
Sean Salazar,D2B3169
Kristin Ross,DAF919D
Heather Glenn,DA104F6
Fernando Johnson,D252F9C
Alicia Freeman,DEA3E35
Tina Harris,D48515F
Sandy Bell,D533320
Benjamin Tate,D4A1CEF
Brian Erickson,D68541E
Gavin Oneill,D0C3682
Steven Mckay,D1D7CCF
Bruce Key,D8D1DE0
Lindsay Foster,D1BA941
Ashley Gonzalez,D160610
Robin Mccall,D63F2CB
Ryan Schwartz,DD2ACD7
Holly Cohen,D1C4F05
Andrew West,DF986E1
Glenn Cain,DF110F9
Nathan Kirk,DAABD21
Dustin Sawyer,D0808E1
Allen Murillo,DC630DF
Rhonda Perez,D69024D
Nicholas Luna,DF0B27F
Carmen Ramos,D5CAA7B
Lori Norton,D3EFE23
Daniel Reeves,D379718
David Pratt,D70281C
Alison Bennett,DC907E2
Christina Bennett,D0176BB
Danielle Solis,D0DD84B
Elizabeth Wilson,DD656EE
Stacey Jackson,DEFD709
Dalton Contreras,D9D868E
Sonia Townsend,DC147BA
Destiny Weber,D66F312
Corey Wong,D01B4FE
Terry Morrow,D1B21D0
Crystal Blackburn,DBC4552
Justin Rios,D9400C5
Dr. Thomas Bishop,DD98F0C
Gregory Friedman,D55356C
Joshua Jimenez,D407808
Jeffrey Walker,D35499B
Gregory Myers,D21BD53
Tyler Howell,DDD2886
Darren Harper,DAAA389
Parker Riddle,D806A1B
Jodi James,D15D4C3
Michelle Khan,DDBDA09
Katherine Mooney,DA2E137
Tina Robinson,D8B66D8
Tamara Jones,DFB5E64
Andrew Sparks,D468F6F
Dr. Joshua Smith,D916F3A
Gloria Young,D591BA7
James Mcbride,DB1EC96
Kevin Moody,D7F4DCA
Traci Flores,DC3E956
Alexandria Young,DADC409
Amy Wu,D8356F9
Kelly Henson,DBA6B31
Teresa Haynes Dvm,DC58240
Maria Archer,D54068E
Stefanie Mitchell,D07B7DA
Mrs. Deborah Oconnell,D4F0B59
William Alvarado,DC9ECE7
Claire Smith,D4F95D4
Shannon Faulkner,DA77173
Aaron Nguyen,D954E8A
William Watts,DCD9BC7
Karen Alvarado,DCC4CDE
Sheri Lee,DC2B2DE
Bryan Olson,DC1D85C
Melissa Lewis,D98B00A
Andrea Cooper,D60817B
Lindsay Robinson,D5DB42C
Sarah Arnold,D7E08EA
Alex Goodman,DB6E01E
Ms. Kayla Wells Md,D48D68D
Daniel Parker,D2B7DE9
Jay Taylor,D744138
Jennifer Marsh,D750AF2
Tina Wheeler,D049A87
Jason Mccullough,D8F9E06
Ashley Peck,DC2A107
Ronald Morgan,DDC3309
Thomas Coleman,DC3998C
Laura Oliver,D262D5C
Amanda Boyle,D05B274
Christie Fox,DFC6F48
William Wong,DA6694C
Matthew Ruiz,D167B8F
Dawn Macias,DC55CB7
Jennifer Soto,D0965AF
Dr. Julie Finley,DE17E25
Adam Jones,D639179
Catherine Garcia,D7DD678
Melanie Hanson,DC298BD
Kimberly Herring Md,DD07770
Joshua Green,DFD43A1
Virginia Cooke,DA6402E
Renee Zuniga,D1FF970
Michael Fletcher,DA4345B
Linda Jordan,DC5DF89
Suzanne Hayes,D09CC13
Kayla Dillon,D321CA4
Kimberly Martin,D38AEC2
Matthew Watson,D30C305
Robert Simpson,D79101E
Ricky Romero,D974F43
Megan Ochoa,D4D598A
Deanna Robinson,D6D1B01
Cynthia Henry Dds,D380942
Brandon Rogers,D998940
William Acevedo Jr.,DD274B5
Connor Ross,DE71B9C
Melvin Peterson,D0327AA
Kelly Cowan,D4F50CC
Ralph Ponce,DB0BA04
Melinda Gibson,DCA8A45
Jason Ortiz,D27A5CE
Robin Turner,D52CFED
Travis Smith,D9DCFD5
Mary Banks,DB79D7B
Wesley Johnson,DFBB9C0
Julie Montgomery,D9C2018
Chad Hunter,D63691A
Candace Thompson,DEB485F
John Dennis,DD3B4DD
Willie Richard,DC1CEDA
Michael Gallegos,DB19D56
Angela Smith,D3B762E
Angela Baldwin,D848C9D
Christopher Fuller,DD90C9E
Amber Johnston,D23FBFF
Tamara Walker,D7ABDAA
Ms. Sarah Christian Dvm,D77754A
Adam Rodriguez,D64ACD0
Erica Dodson,DDD8BBD
Christine Harris,DA93AA0
Jennifer Ramos,D88CFBC
Jennifer Stewart,DC4450C
Frank Allen,DCAFAB1
Brittany Phillips,D3321D1
Katherine Martin,D95DFBF
Terri Thompson,D3D1F69
Kristina Rice,D6089EE
Alison Nelson,D42F30A
Daniel Nolan,D27DCCE
Spencer Anthony,DB6D6E2
Stephen Marquez,D9AD5AA
Debra Cannon,DE018FC
Diane Hunter,DFE38C1
Edward Hall,DBBC155
Mrs. Heidi Villa,D0933B5
Eileen Hardin,DF15FFF
Thomas Mccormick,DDBB1AE
Erica Guzman,DEBEE92
Shawn Martinez,D0D7915
Dwayne Huang,D95D2D2
Amanda Smith,D955D23
George Rodriguez,DA2A2B1
Aaron Smith,DB99396
Sherry Howard,D81E5AD
Nicole Allen,DD15A48
Gail Reed,D6FA55F
Vanessa Gilmore,D4061BC
Andrew Meyers,D71176E
Sarah Henderson,D00216B
Megan Cross,DBE8798
Sherry Gonzalez,DF89960
Sara Cross,DA33DDC
Jennifer Jacobs,D705257
Laura Waters,D79A003
Aaron Price,D0BEDB2
Shawn Bailey,DC4740B
Joseph Montgomery,D9922A9
Courtney Singleton,DAE89E3
Danielle Williams,D541F04
Daniel Nguyen Md,DEDA7C3
Dr. Briana Lee Md,D5E74C8
Veronica Moore,D61B982
Elizabeth Shaw,D90B6E9
Sharon Payne,DCD88DD
Cody Best,DD75EE8
Gina Brown,DAFB966
Zachary Fields,DA49AF9
Alexandria Wilkins,DC5A180
Andrew Walsh,DB8D444
David Gibson,DAF37EC
Susan Chapman,D7070AC
Rachael Garcia,DA59ACE
Stephen Lawson,D47D9F4
Beth Smith,DB05BAC
Laura Rangel,D8F3B3A
Erica Leon,D6C41BF
Hannah Robertson,D2F246A
Laura Barrett,D2BDEBA
Jonathon Maxwell,DC09F7F
Samantha Johnston,D5DA79B
Sandy Lyons,DEDCAFC
Christopher Massey,DBFBF49
Tammy Cortez,DFE0875
Michael Andrade,D1E57FD
Joel Rice,DF34C00
Brenda Mccarthy,D795DC4
Dorothy Johnson,D654750
Amy Rollins,DA0301D
Misty Smith,DA0FA1F
Heather Gay Dds,D6BC8D9
Mrs. Kendra Meadows,D753038
Sheryl Brady,D188FA6
Stephanie Schaefer,DC6A0F3
Elizabeth Mack,D121901
Edward Hamilton,DC50E88
Amanda Petersen,D5FE417
Holly Austin,D43B376
Dr. Carl Howard,D9B0D23
Linda Strickland,D81D2ED
Jessica Villarreal,D4F67E6
Alexander King,D7D7126
Mr. Joseph Bryant,D4D40FB
Brandon Solomon,D4FCDF3
Dawn Hernandez,D4B6A2A
James Byrd Jr.,D3723F8
Timothy Archer,DE50D26
Holly Duke,D4C13D1
Morgan Clayton,D28720A
Mary Gutierrez,D7140A1
Kevin Gray,D84CA41
Gina Marshall,DB54F46
Cameron Moreno,D90BD7D
Crystal Kerr,D301B87
Brandon Grimes,DCEB638
Madison Johnson,DE98BBB
Martha Edwards,D5E3C8D
Angelica Shields,DB52293
Scott Franklin,D3645DB
Antonio Ruiz,DEEEE38
Michael Gilmore,D9544BE
Joseph Thornton,D1E33A0
Mercedes Clark,DD5EF99
Amanda Bennett,D297EEB
Ryan Rodgers,DA5F51B
Mrs. Christina Morris Dvm,D7224DB
Lisa Archer,D29CCA4
Vincent Williams,D8D925C
Amanda Harris,DE478EE
Louis Orr,D468348
Kristin Pittman,D248CA7
Justin Cruz,D5E42BC
Marcus Perkins,DA92516
Richard Herrera,D1C01E3
April Price,DD109DC
Dr. Jason Barry,D0B17E2
Jeanette Norris,D0246DC
Colleen Fuentes,D46BA8F
Kenneth Romero,D57FF94
Cheyenne Ellis,D768F2E
Michele Perez,DF3F7F2
Marcus Frank Md,DBF49D0
Adam Carpenter,D2782F3
Edgar Arnold,D35A33F
Riley Jones,DF83446
Jennifer Davenport,D16BF20
John Oconnell,D4F8F7B
Ronald Nelson,D8EF52E
Brandon Green,D4FF8CD
Cynthia Garner,DB04A60
Jennifer Whitaker,D749800
Caroline Hall,D90F429
Kathryn Davidson,D433680
Mary Sawyer,DA779CA
Michael Everett,D89D5C3
Cynthia Frazier,DD3AC97
Sharon Shaw,D610CB0
Dr. Brandy Dillon,D70E6FE
Kristen Holmes,D4C21B6
Henry Galloway,DF409A0
Jason King,DBEB484
Steven Fuller,D50DC81
Regina Carter,DFDC0B4
Crystal Marshall,D9EC60F
Marcus Robinson,D4ADA9A
Lisa Sanford,DE31E9C
Kevin Willis,DCFFC97
William Kane,D150041
Kenneth Lee,D319407
Jeffrey Stanton,D3A89D9
Alexandra Wiggins,D1B12C9
Karen Knox,D2A6D26
Rebecca Cooper,D613997
Linda Mendez,DB8737B
Rebecca Houston Dds,D84DDAF
Stephanie Richards,D9A3D40
Chloe Burns,DC71A17
Valerie Christensen,D046AA7
Kenneth Price,D65E280
Ms. Beth Long,D81293A
Jodi Bennett,D538B32
Emily Leach,D6842A6
Sarah Horton,D686AD1
Kayla Moore,D032E43
Troy Choi,DB5C4F8
Christine Shannon,D5A728F
Teresa Thomas,DACF787
Angel Robertson,DACF240
Tommy Gomez,D45D0E9
Travis Adams,D95771A
Thomas Lane,D8F1559
Nicholas Reid,D419CAE
Tanya Beck,DC2A27B
Ashley Spence,DE449FB
Heather Nguyen,D3CC48E
Robert Raymond,D842701
Nicholas Wong,DE25503
Darren Wright,DB67851
Rick Acevedo,D930167
Heather Nelson,D7FB69B
Courtney Fischer,D15E84D
Marisa Vargas,D0D9431
Wendy Gonzalez,D2EC7D0
Joyce Mcgee,DA3EC25
Molly Owens,DDBAA14
Rachel Campbell,DC3685F
Jerry Yang,D06003D
Kristen English,DB533F4
Charles Thomas,D3F31D5
Jason Goodman,D29050A
Jaime Hoover,D453D6F
Micheal Foley,D4BA9B7
Amber Rios,D1555ED
Derek Reid,DB92367
Tamara West,D1E69ED
Mr. Chad Guerrero,DC29750
Heather Murphy,D4C0AEC
Carla Russell,D52B7D4
Benjamin Hayes,DD93A95
Amanda Sanchez,DC3CDC6
Michael Odonnell,D71F743
Pamela Davis,DDF32A3
Rebecca White,DEA2AD7
Kimberly Mcdonald,DED3A16
Scott Adams,D2F9958
Debra Olsen,D30C0CB
Joshua Dixon,D4A42DA
Todd Richardson,D127091
Jacob Gonzalez,DE624F5
Jason Nunez,D5E5ACE
John Beard,D5AC8C8
Sharon Taylor,DC0E3DF
Tracy Ayers,D58BC42
Kenneth Lawson,DE9A2A5
Charles Montes,D3C7920
Mary Huber,DB1AA47
Michael Willis,D3F1CA7
Cynthia Morris,D5B53C9
Jesse Mosley,D545124
Samantha Freeman,DEF72DE
Janet Olsen,DF20C1B
Paul Wilson,D15EB70
Wayne Stewart,D8A1C1B
Chad Kennedy,D5F98CB
Herbert Pennington,D663FDD
Chelsea Schmidt,DC6B53A
Karina Hopkins,D344235
Kelli Gomez,D036AA0
Jeffrey Shah,D689BFA
Janet Campbell,DDC9991
April Dominguez,DD98D86
Kathryn Mckee,D327B4C
Richard Franklin,DE5784A
Tony Jimenez,DBECDC7
Michael Alvarado,D68F395
Tracy Thomas,D0D4CA8
Raymond Fernandez,D9E511F
Stephanie Hartman,D2F16D1
Leah Hancock,DFC2C12
Christine Duncan,D4346F8
Todd Fowler,D876FDC
Benjamin Levine,DF25AC5
Jerome Adams,DC6A835
Todd Brooks,D5A0FCC
Melissa Medina,DB9BAC4
Sheryl Brown,D6E9762
Julie Wood,D766A2D
Mr. William Blake Jr.,D50BD30
Brandi Ibarra,DA7E854
Karen Griffith,D57A6CD
Terry Henderson,D585243
Brittany Durham,D2AF6CB
Angela Woods,D77E08E
Donald Phillips,DB82F45
Gina Harris,D314CDD
Lisa Holmes,D24D5E9
William Hoffman,D3D8EDE
Karen Delgado,DF6BE9D
Kayla Thompson,D3B67FB
Amber Choi,D38D9D0
Jose Barry,D4B65F7
Anthony Blackwell,D042560
Jessica Park,D3AED75
Jesus Lindsey,D56DAE0
Elizabeth Holloway,D7D7DDE
Ryan Riggs,D98D175
Kyle Morris,DA709E0
Johnny Jones Dds,DDD108E
Stephanie Spears,D497BFC
