Doctor,Doctor_ID
Lisa Alvarez,DE8AABC
David Allen,DDE8716
Haley Johnson,DDC46EB
Joshua Garcia,D9C3F26
William Melendez,D36B504
Kim Kane,DCFA28D
Bradley Richardson,DBB3C4B
Mark Walsh,D4015F8
Cynthia Garcia,D803530
Robert Sheppard,D53D62E
Nicole Ramos,D7048FF
Dustin Spears,DFF3117
Sara Taylor,DF14C6B
Garrett Miller,D25E995
Rebecca Smith,D970D44
Stanley King,D4EFB78
Caroline Henderson,D2855AA
James Gibbs,DA738B8
Jeffrey Thompson,DEADE4B
Jonathan Nash,D164399
Lauren Jordan,DAA192B
Ashley King,D5058B6
Megan Sharp MD,DCD3981
Brian Bailey,D2F51DB
Matthew Greer,D5CD6E5
Cassie Mccullough,D871AB9
Tammy Willis,DC6044A
Scott Dickson,D9C09E8
Jessica Knox,DEFA914
Jasmine Mcclain,DE4B809
Tara Williams,D3C3B02
Mrs. Linda Harvey,DE373D3
John Cooley,D0C8516
Matthew Evans,DF1AD8C
Heather Ayala,DFAFEB9
James Hernandez,D88FC20
Michael Fuller,DE9139D
Diane Horne,D5B0110
Angel Brown,DF5099E
Matthew Reid,D02FACD
Michael Bell,D1FAFAB
Lisa Carlson,DC40DB5
Jamie Leach,D514EE7
Eileen Davis,D70FAE2
Eduardo Graves,DC86E2B
Edward Terry,D666AA5
Christopher Miller,DF2AB34
Kimberly Morales,DE1969B
Tammy Ellis,D53E31D
Victoria Collins,DD6A5EB
Ian Bridges,D772E0D
Diana Contreras,D01C849
Steve Hull,DE9BE1F
Carlos Kelly,DA19597
Joseph Fitzgerald,D4A42DE
Tina Mitchell,D1BBED7
Andrew Gonzalez,D2B8FD3
Jason Dixon,DAADB3E
Paul Mayer,DC1349D
Gina Taylor,DAE9C81
Danny Brewer,D19E2C0
Mario Beasley,D649AE8
Mr. David Smith,D46AA06
Jennifer Gordon,D414462
Jane Moore,D167494
Daryl Herrera,DCB4787
Victoria Phillips,DD0D9BF
Kathleen Matthews,D3F775D
Cole Khan,D04BCC1
Lindsay Moore,DEE2E95
Sara Hubbard,D3DF042
Wayne Oliver,D7074E0
Sandra Page,D84C507
Christina Thomas,DD52D89
Heidi Owens,D529C11
Alexander Armstrong,DDE41EA
Kathleen King,DE76F1C
Yvonne Sharp,DCB0C05
Cody Morris,DCDF227
Richard Brown,D08572B
Taylor Peck,D4B7FD5
James Glass,D092A78
Daniel Beasley,DA73BD3
Tyler Davis,D8367DB
Melanie Garza,D0DE39E
Mr. Nathan Atkins,DD3182C
Tiffany Harris,D9D65BD
Ronald Arnold,DC34D7D
Jennifer Higgins,DE25CD4
Kristina Roman,D43D1DB
Kim Stark,D932FBA
Angela Cummings,D66CE76
Thomas Dixon,D595C42
Russell Pruitt,D8FC749
James Santiago,DA026DC
Philip Avila,D07D1B8
Cheryl Cummings,D677CFC
Elizabeth Reid,D418DB2
Sarah Erickson,D4C921C
Beverly Anderson,D3121C8
Matthew Flores,D87B9A2
Stephanie Walker,D6B4047
Kristin Salinas,D2CA9F1
Richard Hopkins,D0F50E3
Daniel Payne,DD6A64B
Kevin Ortiz,DFA7589
Patrick Hale,DD3CA07
Nicholas Wright,DBD7D28
Terri Cole,D737BF3
Daniel Steele,D096A21
Daniel James,D7D441C
Jeffrey Grant,DCA5CCE
Breanna Hanna,D785D47
Mrs. Judith Fields,DE33413
Laura Harris,D098F51
Gregory Thornton,D17909D
William Mann,D78D52C
Angela Williams,DEBC92E
Brian Zamora,D1D0AEC
Rachel Jones,DAA333B
Brian Alvarado,D621360
Mariah Carey,DCFFD87
Craig Molina,DA421B0
Gabriel Valentine,D425B2F
Christine Cox,D66AB5A
Patrick Forbes,D094319
Ashley Morgan MD,DD822DB
Andrew Clark,D660EF3
Aaron Paul,D6EB53A
Brian Garcia,D319101
Amanda Peterson,DC3716A
Jessica Chaney,D0DC068
Luis Nichols,D8F6AB3
Brandon Moore,D162465
Gary Burke,D01E4FC
Caitlin Lopez,D931267
Alex Brady,D5D8309
Mr. Andrew Harvey,D1AB709
Wendy Ellis,D3813B3
Todd Vega,DB6687A
Jennifer Thomas,D063CAA
Julie Scott,D7F8A54
Michael Phillips,DECDA12
David Williams,D976032
Nina Espinoza,D386C63
Patrick Flores,D3694EE
Benjamin Atkinson,DF52600
Bill Mason,D37446A
Bradley Rodriguez,D619582
Elizabeth King,DB3CE4E
Charles Sanders,DBF87BB
Jessica Morris,DAB7B45
Lee Riley,D5DCE16
Dr. Amber Johnson DVM,DD64D76
Andrew Thomas,D9C792D
Karen Rios,D3A2FCD
Linda Garrett,D222822
Brittany Rodgers,DF4571E
Patricia Carey,D10F359
Jane Sanchez,DF8BAD8
Anthony Fox,D5CCFC9
Curtis Davis,DABDE93
Sarah Johnson,D579335
Kevin Evans,D469AB6
Mary Ali,D9A84A9
Natalie Medina,DCC45DD
Steven Davis,D009E10
Norman Mays,DDC7BA0
Andre Villa,D9CA2CB
Evan Poole,D3EBECB
Dustin Porter,D7455F6
Amy Shelton,D98D915
Cody Benson,DA90650
Jacob Lee,DFED597
Carolyn Mosley,DC68D17
Robert Hale,D1A1969
Wayne David,DDA2BCB
Sarah Johnson,D579335
Jordan Jimenez,DB9A364
Timothy Cummings,DD322E7
Jeremiah Mejia,DDE67F9
Tony Gutierrez,D7BEC46
Thomas Scott,D29A032
Cynthia Perez,D1EE07F
Kathryn Turner,D97DA48
Kara Cummings,D2DD0E3
Philip Smith,D626EA5
James Gross,D5D6BAF
Dakota Friedman,D7EDB3C
Mark Anderson,D0BB75B
Mr. Robert Obrien,DB07551
Patrick Daniels,DD78AFD
John Patel,D6563CD
Casey Nelson,D7D276E
Kristine Haynes,DC70175
Patricia Ellis,D861561
Julia Browning,D761E0E
Patricia Harris,DD3771A
Bonnie Gonzales,D08AC4B
Samuel Ray,DB4580F
Molly Church,DFD3421
Kevin Rose,DF19CC3
Kelly Gardner,DC40767
Jeremy Petersen,DF4D121
Kimberly Williams,D7AC8F7
Richard Johnson,DC149B7
Jasmine Thompson,DB25F2B
Bobby Smith,D9372B9
Thomas Myers,D5E0F07
Melissa Willis,D80EBB3
Lori Mccormick,DE79CD2
Courtney Wilson,DD597B6
Christian Miller,DEFF368
Kim Holt,D2CAAD2
Kelli Brandt,DD0D3CC
Alexis Jones,D22C857
Diana Rivera,D331CC7
Kevin Woods,D8ECC02
Rebecca Cole,D1731B4
Melissa Brown,DB352F5
Thomas Moon,D19771C
Teresa Clarke,DD9293B
Katie Reid,D99775E
Joshua Collins,D7EEE86
Amber Reeves,DF97C1F
Vincent Hunter,D9F7798
Dr. Brittany Daniels,D998B25
Anna Strong,DC390F2
Larry Smith,DC37A81
Jessica Dunn,D7ED264
David Hall,DF9E533
Nicole Anderson,D823AF7
Steven Castro,D2B1896
Heidi Bell,D3EE503
Scott Roth,D5C9B5A
Alexander James,D5CCDC6
Justin Yoder,D842579
Randy Foster,D55DB3A
Victoria Mason,DBA054D
Connie Armstrong,DEF3742
Ronald Jennings,D0DE86F
Andrew Mooney,D9E2807
Jose Taylor,D64B4B1
Monica Jones,DA9E2BA
Karen Rogers,D9F553E
Jose Schneider,D7E2944
Michelle Dominguez,D3DD9B7
Michael Perez,D7DC91E
Taylor Johnson,DC6C29E
David Hunter,D8B3F48
Edward Shannon,DAE1E24
Gary Barrett,DBB9F13
Kathleen Jenkins,DEA35B6
Regina Smith,D1DFC56
Jorge Nicholson,D184509
Lauren Rivera,D87CF11
Michelle Mcguire,D2DAA4F
Kyle Lee,D4A19A0
Carla Blake,D2BD0C2
Emily Harrington,D61BC98
Dr. Thomas Garcia,D2C2AE5
Nicole Roberts,D2C0CA2
Terry Burton,D4AA10A
Peter Foster,D7D976C
Emily Martin DDS,D6E077D
Jessica Simpson,D334D69
Felicia Brown,D4CB986
James Huang,D1611F0
Tony Harris,DC9D624
Patrick Allen,D89886B
Carla Grant,D307585
Michael Zimmerman,DC2A9D7
Benjamin Perez,D6941A1
Brian Reed,D94B6CD
Kathleen Willis,D7B9F9F
Jennifer Blake,D5AC75E
Monica Morris,DE48FB5
Brandi Kelly,D3E63C5
Benjamin Craig,D27946C
Bradley Hubbard,D36DFC3
Amy Rodriguez,D3D1238
Rickey Reed,D0C5DFE
Bonnie Lang,D280544
Suzanne Bell,DEC8A85
Tracey Donovan,DBEF6AA
John Hernandez,D659973
Alexander Pacheco,DBEDDA0
Thomas Peterson,D4A87FB
Diane Beck,DAC52CA
Erin Walters,D6A57FF
Amanda Gutierrez,D098363
Brian Walton,D0E9511
Matthew Dunlap,D523E97
Mr. Tyrone Mendoza,DF32F51
Lindsey Perez,D80A2CB
Janice Kelley,DC8F371
Valerie Castro,DF3B4F5
Kelly Lawrence,D32026D
Melissa Murray,D7E9878
Mark Sanders,DA9F997
Zoe Knight,DBC987B
Mason Potter,D8E99DD
Kimberly Key,DB29767
Michaela Dalton,DBE82B0
Benjamin Smith,D1BB0C2
Thomas Morrison,D3D35BE
Seth Leach,DF25E22
Seth Christensen,D497F5E
Lisa Woods,DD6D450
Alison Stevens,D9B6F9B
Megan Daniel,D845CC6
Dean Young,D2E315B
Connor Johnson,D3DCF03
Tonya Miller,D55C9CD
Gregory Turner,D273B21
Thomas Swanson,DEE0928
Olivia Stewart,D8716B6
Scott Snyder,DFD66AB
Martin Saunders,D1B035F
Dr. Kaylee Waters MD,D5D7516
Susan Harris,D180507
Alexander Rodriguez,DA9DA4B
Michelle Santiago,D93C5ED
Lisa Miller,DA8EA30
Dawn George,D2F5ECC
Dominic Navarro,DF6451F
Breanna Gomez,D5D2ABB
Toni Gordon,DFD2AF7
Maria Terry,DE7CE3D
Dana Price,DFC32FB
Victoria Mendoza,D03A45A
Paul Ortiz,DA4C3E5
Dr. Benjamin Long,D28C1C3
Jeffrey Rojas,D3E80D5
Lisa Aguirre,D638F55
Melissa Kelly,D579B50
Jeffery Moore,DBC8FA2
Brad Johnson,DFFCDD8
Danielle Munoz,D8017CD
Jeffrey Perkins,DBC2B8D
Christine Frederick,DE9AE57
Vicki Mueller,D467700
Valerie Lynch,D46706E
Timothy Bell,D3D5A74
Michael Reid,DFEDD3C
Taylor Smith,DC08E72
Cheryl Chandler,DAB19C5
James Hudson,D4C76BD
Denise Vargas,DE278CD
Sarah Moran,D658F87
Joseph Cook,D04537A
Erica Rios,D5497B4
Diane Davis,D935779
Kari King,D42294F
Kimberly Schmitt,D36D1AE
Luis Burns,D62A5A5
Joseph Lee,D345538
James Garcia,D958B4F
Kathy Rogers,D4A7FFA
Matthew Kirby,D11D963
Michelle Lynn,D20650A
Kaylee Miller,DE5EA9B
Nicole Davis PhD,D8C169A
Keith Austin,DCC0E06
Dustin Gordon,D7F2585
Nicholas Fuller,D0AE05B
Ryan Phillips,DA7D0C6
Kevin Booth,D511C0C
Allen Wheeler,DE6C846
Emily Erickson,D774070
William Nelson,D69A595
Michael Randall,DDDFC44
Marisa Harris,D71279D
Aaron Solis,DAC4ABC
Rhonda Graham,DE32595
Anthony Hinton,DBD7C4A
Katherine Sims,D50874D
Dennis Hill,D495282
Darrell Nguyen,D0352BD
Tiffany Higgins,D6A8E77
Kristy Phillips,DAD54CF
Patrick Benson,D322C25
Gary Pacheco,D359B04
Edward Hall,DBBC155
Karen Hoffman,D418EDD
Michael Khan,DDFF424
Karen Forbes,DA9BA9B
Cynthia Ryan,DFD8A6B
Robert Henry,D54CA7E
Nicholas Herrera,DF79DB6
Joseph Robinson,D4ED3D0
Timothy Love,DA434BF
Jamie Taylor,DBC04B1
Tyler Miranda,D9F0E2F
Maria Sheppard,D7EF89A
Adam Lewis,DD01D1E
Annette Smith,D4E1725
Nicole Moore,DCF54FD
Samantha Sexton,DF01AE0
Glenn Hess,D554E62
Julia Martin,D33BC0F
Maurice Haley,DE0EABC
Steven Lopez,DB0FB7E
Kelly Garrison,DA28814
Derrick Johnson,DF549FE
Raymond Wu,D2D3DA7
Cameron Mcfarland,DC63F79
Rebecca Johnson,D46C63F
Melissa Black,D8AA76E
Mr. Todd Martin,D1D73B7
Heather Moore,D7B3964
Dominique Phillips,D69143E
Samantha Mitchell,DA662E8
Amy Weber,DC87EFF
Krystal Cunningham,D3EAA1F
Allison Wilson,DDF8AC8
Margaret Parks,D4A9934
Melinda Moore,DB053F4
Marco Duncan,D10B4E3
Andrew Hernandez,DA6977C
Lori Rodriguez,D4FD9FC
Curtis Brooks,D391389
Charles Clayton,DFD6757
Rachel May,D1FEE69
Denise Fernandez,DFAE674
Michele Olson,D54EACD
Ricardo Love,D0E7D9B
Stephen Decker,D3B6D86
Robert Simmons,DB11C91
Amy Hays,D7CA5EF
Hector Mccormick,D110D78
Mary Jefferson,D83D705
Joshua Kennedy,DBEA91D
Anthony Smith,DC64E85
Brittany Patton,DF7F7D4
Rachel Tucker,D36E9FF
Ashley Wyatt,DDA91A2
Tyler Munoz,DB0B8C4
Andrew Simpson,D0CE502
Terri Jackson,DFA9BEF
Natasha Hill,DEA4FD0
Kathleen Johnson,DF0EE85
Aaron Ramirez,D6F144E
Jeffery Wolf,DDFA385
Ryan Rose,D1F9EB3
Brian Vega Jr.,D997069
Dominic Sandoval,D4988B3
Sonya Smith,D3F59E2
Diana Brown,DF116E6
Katherine Harris,D9A1121
Sherry Allen,D832133
Hunter Peterson,D0B0475
Samantha Weaver,D17F16E
Timothy Mullins,D7E0CBA
Kathleen Joyce,D4BE315
Shane Andrews,D673852
David Hensley,D5E9A77
Michelle Allen,DE5BB00
Greg Erickson,DD5C006
Jeffery Choi,D5C9B57
Albert Thompson,D1BAC0C
Mark Davis,D06E005
Patricia Mason,D39AE12
Jared Peterson,D8091F0
James Fuentes,D8032CB
Nicholas Ellis,D5FDA01
Christine Paul,D76F9FE
Sandra Martin,D94507A
Elizabeth Glover,D1C9D2E
Madison Davis,D2BFB8E
Lucas Andrade,D477521
Jermaine Bell,DDB9B84
Jeffrey Mata,D5EDD87
Carlos Brown,D68BE0D
Melissa Cochran,DA8C63D
Matthew Yoder,D30AC16
Benjamin Porter,D14BC25
Brent Daugherty,DC84FA2
Bruce Hall,DDA5067
Priscilla Wilson,DA0C8E2
Steven Anderson,DF3D72C
Nicholas Moran,D5FACD3
Matthew Anderson,D78E3A6
Katherine Burton,D7B54E3
Bethany Hernandez,DFAC7B9
Noah Robinson,D817F29
Lisa Wallace,DBEAD0B
Terry Williams,D50059F
Denise Foster,D38D9B7
Charles Ware,DB4B2D4
Thomas Wells,DF0FE87
Andrew Velazquez,DC926E0
Kimberly Mills,DE162EB
Diana Kirk,DB3A03C
Carol Rivera,D94B0BF
Michael Murray,D7A5338
Bradley Davis,DEBD46F
James Garcia,D958B4F
Shawn Curry,DB60CFC
Jessica Richards,D7FDB2C
Joanna Parker,DCB4000
Peter Walters,D3F9D94
Diana Tucker,D80AB8B
Scott Roth,D5C9B5A
Joseph Henry,D0B7AE7
Thomas Beck,DA92C1F
John Martinez,D019BE6
Christopher Massey,DBFBF49
Benjamin Collins III,D6B1509
Christina Diaz,DFE0F9F
Juan Ayers,D2137F7
Jenny Gilbert,D190484
Donald Arias,D04D647
Barbara Galloway,DC8173A
Amanda Smith,D955D23
Thomas Burnett,DE52D25
Theresa Romero,D88AE68
Melissa Cobb,D49F5ED
Donald Molina,DCD65DC
Jason Lewis,DE75A19
Mark Evans,D88DB18
Morgan Gray,D5E5E10
Dennis Brown,D2EA325
Ashley Kemp,D8D7F33
Kimberly Nguyen,DC8EC6C
Kimberly Richardson,DE87BC4
John Jackson,D7DF050
Kelly Hill,DC7BDD8
Tina Pugh,D89DD12
Rebecca Johnson,D46C63F
Monica Willis,D10BE88
Angela Steele,DF6AD81
Alicia Miller,D024753
Angel Yang,D29BF6A
Jamie Avila,DE59085
Dustin Floyd,D780F92
Marisa Grant,D602C07
Jason Sanchez,DC92C5F
Megan Huerta,DD36E65
Rodney Reese,DE36A4B
Danielle Munoz,D8017CD
Michael Moore,DFFB25C
Donald Martin,DF40AA2
Amanda Ferguson,D3479D7
Stefanie Lawson,D9039B0
Stephen Brooks,D7D1B34
Andrew Logan,D5E4402
Joseph Jackson,D2499FA
Jaime Rogers,D50DE4F
Stephanie Morales,DD9E2DD
Maria Li,D20CEE0
Justin Ramos,D3D4459
Kristen Davis,DE29D71
Chelsea Small,D5180D3
Joseph Steele,D90F562
Jason Kidd,D8E4F3A
Laura Cantu,D23310E
Karen Heath,D3B3D92
Alexander Duarte,D5AD29F
Theresa George,DBDEFF6
Jessica Clements,DA0C1B1
Crystal Dixon,D7D3EDC
John Sheppard,DFF9037
Susan Dawson,DF63BBD
Melissa Harris,DB6D296
Michael Terry,D6A2C81
Cassandra Richards,DAB9748
Andrea Williams,DF9AACB
Stacie Brown,D1D607F
Danielle Gonzalez,DCB7DAE
Jackie Maldonado,D6AD5C5
Richard Harrell,D4D6940
Cody Wilcox,D38125B
Hailey Ortiz,DDC7A0D
Joseph Johnson,D19A2F7
Benjamin Rodriguez,D9098D7
Kristine Mcpherson,DA071A3
Yolanda Jones,D54FE89
Roy Jones,DABDB7F
William Merritt,D67EC37
Lisa Weaver,D7938F0
Katherine Baker,D7A2486
Shannon Anderson,D258F20
Matthew Andersen,D33DCA8
Lisa Gomez,D05C2CC
Samantha Roberts,DE6CC39
Sherry Anderson,D1E98CF
Mackenzie Dunn,D5A3575
Melissa Silva,D410D11
Joanna Salazar,D0551E4
Melanie Brown,DB864EC
Dakota Williams DVM,D9343F7
Sean Williams,D619772
Jacob Martin,DE5EE9E
Leah King,D66F442
Nicholas Costa,D1CBB17
Robert Taylor,D79D2FB
Kathy Douglas,D8A893F
Holly Lopez,D8CDBA2
Denise George,DE1C074
Ryan Schultz,D0D8387
Traci Wang,DBF3DE3
Kevin King,DDC49AD
Robert Payne,DBAE715
Nathan Taylor,D395095
Michael Obrien,DC19ADF
Kimberly Bender DDS,DF42004
Ronald Montoya,D7E2B2A
Frank Kent,D8D51AC
Jonathan Allen,D912286
Gregory Miller,D4A9ABD
Kyle Stewart,DD7C50B
Joshua Flores,D7BA5BD
Jason Kelly,D4C7BB7
Sara Rodriguez,DB58127
Craig Barber,DF03DA8
Matthew Jones,DD8AFA0
Bryan Robertson,D8BEAD1
Brian Fuentes,D612D3F
Thomas Reyes,D76CA8E
Brittany Villa,D5B6194
Mary Montoya,D18CF89
Michael Wyatt,D0690D6
Joseph Walsh,D8BFB8A
Chelsea Rodriguez,D146650
Julie Thomas,DBB21B5
Anthony Smith,DC64E85
Jordan Maxwell,DCB361A
Stephanie Garcia,D5818F0
Dave Landry,DCB92B4
Tricia Mcgee,D19A4E8
Adrian Tran,D7E23AC
Kimberly Andrews,D2AE6A9
Jessica Schultz,DB4685A
Omar Richards,D26C8C2
Elizabeth Butler,D15FADE
Norman Thompson,D0157EC
Joshua Wolfe,D602019
Mark Cooper,DF58E13
Michael Roberts,D8441B3
Jennifer Boyle,DE64ACA
Dennis Walker,D78B338
Patrick Hill,D8D8FDC
Brandon Ruiz,D774ADD
Richard Williams,DADC7EB
Olivia Rivera,DD6E080
George Jacobs,D40CB2D
Jack Jenkins,D0AA460
Laura Levine,DE0BB80
Shelly Stephenson,DFED856
Curtis Gonzalez,D3C697D
John Johnson,D75C891
Phyllis Duncan,DE6F848
Nicholas Hawkins,DEB4043
Sharon Wood,D05B73F
Christopher Thomas,DF41F2D
Erika Hall,D4799E4
Marcus Brewer,DA57011
Paul Jones,D76AF84
Robin Mcclure,D077535
Rebecca Garza,DD18A76
Kim Fox,D3F7182
Glenn Mathews,D9B8F09
Cameron Bowen,DA4B2B4
Cory Cantu,DCF76A2
Katherine Garcia,D3022F7
Paul Williamson,D1A6793
Gabriel Hernandez,D549826
Veronica Brown,D43015B
Andrew Carpenter,DD4FB14
Dawn Miles,D55AA35
Charles Camacho,DD793B4
Megan Shaw,DD37182
Jerry Decker,DD71DAF
Terry Riley,D40BEBF
Amanda Hernandez,D3984E7
John Spence,D81603A
Dr. Daniel Baker,D7EF944
Patricia Vazquez,D9A78F0
Isabella Cortez,D452B51
Madison Welch,D6B95D9
Daniel Shannon,D4E4105
Michael Berry,DA4DBE7
Jacqueline Hansen,D8B3FCC
Paul Jones,D76AF84
Rebecca Dickerson,D16B3ED
Daniel Schroeder,D62E65F
Rhonda Turner,D5C5F94
Mercedes Smith,D0A0505
Diana Underwood,DEB2EA6
Ashley Fleming,D9BEF0D
Mckenzie Trujillo,DB23300
Christina Blake,DD8BC13
Kyle Chavez,D209518
Nathan Sampson,DF16DEB
Cassandra Patton,D099F99
Tammy Holt,D1EC3D5
Cynthia Sellers,D21E233
Mary Williams,DA15C64
Leslie Mcconnell,D1128C3
Daniel Fuller,D5B6160
Randy Wheeler,D8AC687
Charles Nash,DEAEF4B
Amanda Peterson,DC3716A
Stacey Rice,D658602
Peter Adams,DE7A961
Darrell Williams,D76E943
Monica Peters,DBA9125
Jamie Kelly,D6320B9
Brett Ray,DC6F54D
Maria Dean,DDEFE27
Mr. Brad Thompson,D3AD609
Lisa Erickson,DD053E5
Michelle Saunders,D31471E
Nicole Gallagher,D8AC564
Mrs. Nancy Johnson DDS,D939C13
Timothy Gutierrez,DF25DF3
Lauren Klein,D3802A7
Marcus Washington,D91947A
Matthew Smith,DDE9BEC
Lisa Gibbs,DFC7F3C
Christopher Perry MD,D43EF76
Deanna Mcclain,D10E33D
Sean Thomas,DC2F708
Craig Evans,D323DB1
Joanne Bates,D58F0EC
Jason Adkins,DAEBD2C
Kevin Figueroa MD,D2F16C8
Carla Torres,D798802
Emily Norris,D7D2402
Kaitlyn Bennett,D35A1E1
Zachary Foley,D6F843E
Connor Vaughn,DF3D130
Tamara Anderson,D3A7C1A
Jack Hernandez,DA89C50
Thomas Lang,D22D9CF
Dana Hill,D612DEB
David Grant,D8C13E5
Kimberly Miller,D77D48B
Pamela Camacho,D74BB06
Sue Cooper,D8A2290
Michele Shaw,D90B76D
Diamond Kelley,D554299
Angela Johnson,D4E9C62
Matthew Torres,DFE0E0C
Ryan Wolfe,D8ECF3B
David David,D914705
Jay Martin,D685E0D
Judith Richardson,D064E0F
Mary Campbell,D3B435C
Tina Cruz,D7B50E8
Daniel Thomas,D0619CF
Jillian Jones,DB725C1
Stephen Davis,D5F183A
Jesse Stevens,D79F6F5
Donna Lynch DVM,D36EE8D
Gregory Wells,D8F19EE
Daniel Brown,D042304
Kenneth Chen,DF7E33F
Anthony Rodriguez,DF1A77D
Tina Barnes,D9BD97C
Christina Lozano,D5A7779
Mary Rose,D95A547
Paul Herrera,D6F26AC
Elizabeth Rodriguez,D8415A9
Amber Blake,D308627
Rachel Reed,D6C9865
Mrs. Christine Shields,DCC65E4
William Kelly,D411A3C
Mario Lee,D18D614
Tracy Smith,D894EFB
Cathy Sullivan,D88F9CA
Peggy Coleman,DED0017
Michelle Gardner,DAA8126
Brian Williams,D3357D5
Melissa Fuller,D10A3A7
Thomas Velazquez,DA71B42
George Perez,D50EE16
Jose Miller,D19AFF8
Michael Randolph,DB908A4
William Simpson,D46084A
Eduardo Johnson,DA74798
Harry Holmes,DA0AD74
Wayne Patterson MD,D79BEFE
Joann Stevens,D5D8608
Arthur Bailey,D75E9F5
Maria Watkins,D848BFE
James James,D2CBF2E
Michael Jensen,D41F70C
Deanna Valdez,D39FB4E
Laura Mccall,D355727
Isaiah Mcknight,DF51C02
Nancy Ford,D023C50
Jonathan Barnes,D53DABB
Joanne Powell,DC78E99
Daniel Mclean,DD1BDC0
David Blake,D6D2E52
Thomas Mcdowell,DCA32CD
Jesse Hebert,D9CBA62
Tyler Farmer,DD722AA
Michael Shaffer,D161DE3
Bethany Serrano,D66CDBE
Jennifer Ross,D958A55
Collin Smith,DC79519
Michael Phillips,DECDA12
Christopher Stout,D4EFC82
Steven Moreno,DE3F73D
Nichole Hamilton,D44FDC3
Margaret Davis,D522FC6
Miranda Bauer,D7E79DF
Elizabeth Brown,DCABEDD
Eric Thompson,DFEBFF7
Mr. Martin Dawson,D9231C1
Kathryn Duarte,DFEC4D8
Steven Hardin,D6DD081
Elizabeth Dunn,D0FFEFC
Jillian Rios,D5766E5
Crystal Frost,DD7B3E5
Briana Turner,D1D46B1
Elizabeth Burns,D687416
Deborah Vasquez,D81FB64
Wayne Evans,DDC9D9A
Robert Tran,D9007D2
Trevor Choi,D2286E1
Justin Conrad,DE171DC
Lauren Miller,DFF387F
Shawn Cantu,D1A5C3D
Christopher Simmons,DE65408
Joseph Torres,D4E3B10
Robert Romero,DDA8835
Stephanie Frazier,DD6BEFA
Timothy Price,DAB6CDD
Andrew Obrien,D92F9F7
Christopher Gray,DBC9B63
Stephen Hood PhD,D669250
Beverly Graham,D7D6E6C
Jeremy Hughes,DB2538F
Jennifer Cook,D667ADE
Timothy Herrera,DB8CB99
Thomas Taylor,D21DD4B
Alisha Vega,D202500
Ann Casey,DCAB5AE
Eugene Schmidt,D4255BA
Pamela Roy,DB40B2F
Julie Armstrong,D6DBB8A
Benjamin Potter,D95FDE5
Ralph Lee,DE17EAE
Kelly Contreras,DD50D74
Jason Mcdowell,D5D8A00
Nicholas Lee,D30EA6C
Anne Williams,DC9422E
Tiffany Smith,DE393F4
Joseph Singh,D90C9B5
Marissa Martin,D3153C7
Craig Kirk,D081D1B
Dr. Julie Parker,D36EDCA
Hunter Miles,D216DC0
Larry Nelson,D18761D
John Woods,DA4E9DE
Gary Velez,D684BE1
Marc Williams,D89FC51
Jeffery Henry,DADBB92
Sabrina Brown,D70C9E2
Heidi Hampton,D805251
David Pruitt,DC7F0C0
Matthew Heath,D1505BC
Kimberly Cook,D62EF20
Sherry Williams,D89F32D
Lisa Foster,D1CCAF9
Joseph Williams,D808D91
Kathleen Sparks,D4FD1C4
Lisa Bell,D20163E
Robert Blake,D41FB5F
Michelle Bennett,D78BE9D
Mr. Robert Cunningham,D71FE95
Nancy Smith,DF03441
Diana Bates,D096CE7
April Wright,DE50C77
Connie Hill,D70DADF
Brian Anderson,DAF4ECF
Michael Brown,D5C42D6
Marissa Ryan,DC1DD47
Erica Garcia,DE0745A
Breanna Rangel,DDE9AFE
Monica Pham,D50AA40
Jennifer Turner,D887C9A
Justin Walters,D9658F1
Kristine Taylor,DEE8C95
Gloria Brown,DD5B6BA
Erica Marshall,DD8E644
Sheila Young,D03F279
Matthew Newton,D21775E
Robert Hernandez,D5553D5
William Hernandez,D70629D
Cindy Whitehead,D442644
Lindsey Williams,D4F6F74
Natalie Johnson,DAA807E
Dean King,D55D483
Michael Cooley,DE1912A
Mr. Lawrence Nelson,DF54D97
Thomas Yang,DD4AB7E
Christopher Sparks,D7F2272
Lacey Duran,DE35EC7
Jack Davis,DD347E8
Rebecca Terrell,D2C2015
Erica Perkins,DC8EF10
Samuel Allen,D9EFBE8
Ryan Walker,DD65B05
Jacqueline Smith,DAD30C6
Sarah White,D7EEB9E
Mrs. Lisa Kelly,D76466E
Elizabeth Thomas,D122DF0
Johnny Davis,DC1CB57
Steven Peters,D007C07
Barbara Lawson,DF411AF
Christopher Lopez,D707929
Jennifer Smith,D223E69
Andrea Gonzalez,D0A6F67
Janice Preston,D7B8AAD
Rebecca Ayala,DE49372
Mark Johnson,D0A76D8
Thomas Ramos,D0F9641
Mrs. Alyssa Murphy,DDD0BED
Matthew Cole,D2E2417
Debra Allison,DFFF76D
Amanda Johnson,DA88543
John Johnson,D75C891
Rebecca Thornton,DF37A82
Nichole Mcgee,D6DCC48
Joe Lee,D1B1D1E
Robert Woodard,DE06122
Troy Taylor,D4719ED
Edward Avila,D47780B
Kevin Ramirez,DF6C8DB
Justin Griffin,DAE1E86
Mr. Kevin Mccall,D457C9E
Kelly Smith,DC9ED71
David Mccoy,D0529F2
Steve Johnson,D6EC6B1
Robert Rowe,DC02838
Jonathan Barry,DA2C5A7
Anthony Wallace,D214817
Wendy Perez,DA080BF
